CustomerKey,CurrentAge,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,NumberCarsOwned,TotalPaid,DateDiffMonthPlusOne,AvgSpendFromFirstAndLast,BikeBuyer
15455,75,F,10000,2,0,Partial College,Manual,1,3424.7157,16,214.0447,1
15456,74,M,20000,1,0,Bachelors,Clerical,0,3111.1526,21,148.1501,1
15457,74,F,20000,1,0,Partial College,Manual,0,3073.6046,22,139.7093,1
15458,67,F,20000,1,0,Partial College,Manual,0,5.514,1,5.514,0
15459,73,F,20000,1,0,Partial College,Manual,0,38.5867,1,38.5867,0
15460,67,F,20000,1,0,Partial College,Manual,0,3034.9406,23,131.9539,1
15461,73,M,30000,1,0,Bachelors,Clerical,0,98.301,8,12.2876,0
15462,71,M,10000,3,0,Partial College,Manual,1,3410.9363,16,213.1835,1
15463,71,M,10000,3,0,Partial College,Manual,1,3096.7545,16,193.5471,1
15464,35,F,10000,0,0,Partial College,Manual,1,41.1835,4,10.2958,0
15465,34,F,10000,0,0,Partial College,Manual,1,44.4543,7,6.3506,0
15466,45,M,50000,1,1,Bachelors,Skilled Manual,0,1754.1545,19,92.3239,1
15467,44,M,50000,1,1,Bachelors,Skilled Manual,1,1802.7635,19,94.8822,1
15468,44,F,50000,1,1,Bachelors,Skilled Manual,1,482.167,9,53.5741,0
15469,39,M,60000,1,0,Graduate Degree,Professional,0,44.178,1,44.178,0
15470,39,F,60000,1,0,Graduate Degree,Professional,0,85.0409,1,85.0409,0
15471,46,F,50000,2,2,Bachelors,Skilled Manual,0,1792.8295,19,94.3594,1
15472,40,F,50000,2,2,Bachelors,Skilled Manual,0,1724.2753,20,86.2137,1
15473,46,F,50000,2,2,Bachelors,Skilled Manual,0,1715.4905,19,90.2889,1
15474,46,M,50000,2,2,Bachelors,Skilled Manual,0,1852.4885,19,97.4993,1
15475,40,F,50000,2,2,Bachelors,Skilled Manual,0,1754.1435,19,92.3233,1
15476,45,F,60000,1,0,Graduate Degree,Professional,0,8.0445,1,8.0445,0
15477,45,M,60000,1,0,Graduate Degree,Professional,0,8.0445,1,8.0445,0
15478,43,F,60000,1,0,Graduate Degree,Professional,0,202.0275,8,25.2534,0
15479,43,F,60000,1,0,Graduate Degree,Professional,0,94.9749,1,94.9749,0
15480,43,F,70000,2,0,Graduate Degree,Professional,0,3401.168,14,242.9405,1
15481,38,F,70000,2,0,Graduate Degree,Professional,0,3484.021,14,248.8586,1
15482,44,F,70000,2,0,Graduate Degree,Professional,0,3452.5174,14,246.6083,1
15483,44,F,70000,3,0,Graduate Degree,Professional,0,3447.8875,14,246.2776,1
15484,44,M,80000,1,0,Graduate Degree,Professional,0,3513.8449,14,250.9889,1
15485,45,F,60000,1,0,Graduate Degree,Professional,0,44.178,1,44.178,0
15486,45,M,60000,1,0,Graduate Degree,Professional,0,44.178,1,44.178,0
15487,45,M,60000,1,0,Graduate Degree,Professional,0,99.417,1,99.417,0
15488,46,M,60000,1,0,Graduate Degree,Professional,0,182.6568,5,36.5313,0
15489,46,F,60000,2,2,Bachelors,Skilled Manual,0,1862.4225,18,103.4679,1
15490,47,F,70000,2,2,Bachelors,Skilled Manual,0,5318.9399,5,1063.7879,1
15491,41,F,70000,2,2,Bachelors,Skilled Manual,1,3515.5135,14,251.1081,1
15492,35,F,70000,2,2,Bachelors,Skilled Manual,1,3444.7825,14,246.0558,1
15493,41,M,70000,2,2,Bachelors,Skilled Manual,1,3425.4559,15,228.3637,1
15494,46,F,70000,2,2,Bachelors,Skilled Manual,1,304.3614,10,30.4361,0
15495,48,M,40000,5,5,High School,Skilled Manual,2,44.178,1,44.178,0
15496,47,F,40000,5,5,High School,Skilled Manual,2,44.178,1,44.178,0
15497,48,F,40000,0,0,Bachelors,Professional,1,1792.8295,18,99.6016,1
15498,45,F,60000,1,0,Graduate Degree,Professional,0,283.455,8,35.4318,0
15499,44,M,70000,3,0,Graduate Degree,Professional,0,3561.393,14,254.3852,1
15500,45,M,70000,4,0,Graduate Degree,Professional,0,3485.1149,14,248.9367,1
15501,45,M,70000,4,0,Graduate Degree,Professional,0,3533.768,14,252.412,1
15502,42,M,40000,0,0,Bachelors,Professional,1,1754.1545,18,97.453,1
15503,42,F,50000,2,2,Bachelors,Skilled Manual,1,1792.8075,18,99.6004,1
15504,48,M,50000,2,2,Bachelors,Skilled Manual,1,44.178,1,44.178,0
15505,48,F,50000,2,2,Bachelors,Skilled Manual,1,8.0445,1,8.0445,0
15506,38,M,60000,0,0,Graduate Degree,Professional,0,1715.4905,18,95.305,1
15507,48,F,60000,0,0,Graduate Degree,Professional,0,295.9635,7,42.2805,0
15508,48,F,60000,0,0,Graduate Degree,Professional,0,44.178,1,44.178,0
15509,49,M,60000,0,0,Graduate Degree,Professional,0,44.178,1,44.178,0
15510,43,M,70000,5,0,Graduate Degree,Professional,0,44.178,1,44.178,0
15511,46,F,60000,2,0,Graduate Degree,Professional,0,158.6119,10,15.8611,0
15512,45,M,70000,5,0,Graduate Degree,Professional,0,68.4659,1,68.4659,0
15513,45,F,70000,5,5,Graduate Degree,Professional,2,44.178,1,44.178,0
15514,46,F,70000,5,5,Graduate Degree,Professional,2,138.114,1,138.114,0
15515,46,M,70000,5,5,Graduate Degree,Professional,2,8.0445,1,8.0445,0
15516,40,M,70000,5,5,Graduate Degree,Professional,2,8.0445,1,8.0445,0
15517,40,M,80000,3,0,Graduate Degree,Professional,0,3439.843,14,245.703,1
15518,45,M,80000,3,0,Graduate Degree,Professional,0,3442.0089,15,229.4672,1
15519,93,F,10000,4,0,Partial High School,Clerical,2,24.2879,1,24.2879,0
15520,50,F,40000,0,0,Bachelors,Professional,1,1781.216,18,98.9564,1
15521,44,F,80000,3,3,Bachelors,Skilled Manual,3,3506.11,14,250.4364,1
15522,44,M,60000,0,0,Graduate Degree,Professional,0,29.8019,1,29.8019,0
15523,51,M,40000,0,0,Bachelors,Professional,1,1802.7635,17,106.0449,1
15524,45,M,50000,4,4,Bachelors,Skilled Manual,2,8.0445,1,8.0445,0
15525,45,F,50000,4,4,Bachelors,Skilled Manual,3,1724.2753,17,101.4279,1
15526,51,F,50000,4,2,Bachelors,Skilled Manual,2,208.094,10,20.8094,0
15527,51,F,50000,4,2,Bachelors,Skilled Manual,2,1792.8295,17,105.4605,1
15528,41,M,60000,4,2,Bachelors,Professional,2,1852.4885,16,115.7805,1
15529,51,M,60000,4,2,Bachelors,Professional,2,1754.1545,16,109.6346,1
15530,52,F,60000,4,2,Bachelors,Professional,2,935.3384,1,935.3384,1
15531,52,M,60000,4,2,Bachelors,Professional,2,1792.8295,17,105.4605,1
15532,52,M,60000,4,2,Bachelors,Professional,2,1756.674,17,103.3337,1
15533,41,F,70000,0,0,Bachelors,Professional,1,5.514,1,5.514,0
15534,51,M,70000,4,2,Bachelors,Professional,2,3535.3814,14,252.5272,1
15535,51,M,70000,4,2,Bachelors,Professional,2,3425.4559,14,244.6754,1
15536,46,F,60000,3,2,Graduate Degree,Professional,0,275.731,6,45.9551,0
15537,52,F,60000,3,2,Graduate Degree,Professional,0,1802.7635,17,106.0449,1
15538,51,M,60000,3,2,Graduate Degree,Professional,0,1762.9283,17,103.7016,1
15539,53,M,70000,1,0,Bachelors,Professional,1,71.2395,1,71.2395,0
15540,47,M,70000,1,0,Bachelors,Professional,1,3453.0809,14,246.6486,1
15541,53,F,70000,1,0,Bachelors,Professional,1,68.4659,1,68.4659,0
15542,47,F,70000,1,0,Bachelors,Professional,1,3445.346,14,246.0961,1
15543,53,F,70000,1,0,Bachelors,Professional,1,199.9389,7,28.5627,0
15544,52,M,70000,1,0,Partial College,Skilled Manual,1,123.7049,1,123.7049,0
15545,48,F,40000,4,3,High School,Skilled Manual,2,44.178,1,44.178,0
15546,54,M,40000,4,3,High School,Skilled Manual,3,44.178,1,44.178,0
15547,53,F,60000,1,0,Partial College,Skilled Manual,1,1754.1545,17,103.1855,1
15548,54,F,40000,4,2,High School,Skilled Manual,2,1478.446,6,246.4076,1
15549,48,M,50000,0,0,Partial College,Skilled Manual,1,635.353,1,635.353,1
15550,42,M,50000,0,0,Partial College,Skilled Manual,1,5.514,1,5.514,0
15551,47,F,50000,0,0,Partial College,Skilled Manual,1,1519.6625,6,253.277,1
15552,48,M,50000,0,0,Partial College,Skilled Manual,1,1576.2385,6,262.7064,1
15553,48,M,60000,0,0,Graduate Degree,Professional,1,1517.11,6,252.8516,1
15554,47,F,60000,0,0,Graduate Degree,Professional,1,1500.557,5,300.1114,1
15555,54,F,60000,1,0,Partial College,Skilled Manual,1,1516.005,5,303.201,1
15556,44,M,60000,1,0,Partial College,Skilled Manual,1,650.801,1,650.801,1
15557,54,M,60000,1,0,Partial College,Skilled Manual,1,1478.446,5,295.6892,1
15558,55,F,60000,1,0,Partial College,Skilled Manual,1,1506.071,6,251.0118,1
15559,50,M,60000,5,4,Bachelors,Professional,1,190.1044,4,47.5261,0
15560,56,F,60000,5,4,Bachelors,Professional,1,5.514,1,5.514,0
15561,50,M,60000,4,3,Bachelors,Professional,0,1519.6625,6,253.277,1
15562,44,F,60000,4,3,Bachelors,Professional,0,1489.507,5,297.9014,1
15563,50,M,60000,4,3,Bachelors,Professional,0,44.178,1,44.178,0
15564,50,M,60000,4,3,Bachelors,Professional,1,208.3149,5,41.6629,0
15565,56,M,70000,2,0,Graduate Degree,Professional,1,3425.4559,14,244.6754,1
15566,50,M,70000,2,0,Graduate Degree,Professional,1,5428.2798,6,904.7133,1
15567,56,F,80000,4,0,Graduate Degree,Professional,0,5215.8986,6,869.3164,1
15568,57,M,80000,1,0,Partial College,Skilled Manual,1,3439.832,13,264.6024,1
15569,46,F,80000,1,0,Partial College,Skilled Manual,1,3401.168,13,261.6283,1
15570,45,F,60000,3,2,Bachelors,Professional,1,1486.1809,6,247.6968,1
15571,45,M,60000,1,0,Bachelors,Professional,1,112.5444,10,11.2544,0
15572,57,F,60000,1,0,Bachelors,Professional,1,115.5279,4,28.8819,0
15573,51,M,70000,5,4,Bachelors,Professional,2,5.514,1,5.514,0
15574,51,M,70000,5,4,Bachelors,Professional,2,140.6445,1,140.6445,0
15575,35,M,60000,2,2,Bachelors,Professional,1,3216.5442,15,214.4362,1
15576,44,F,80000,4,4,Graduate Degree,Management,1,4800.2176,12,400.0181,1
15577,45,F,80000,4,4,Graduate Degree,Management,1,158.5125,5,31.7025,0
15578,39,F,80000,4,4,Graduate Degree,Management,1,4983.4392,12,415.2866,1
15579,47,F,60000,2,2,Bachelors,Professional,1,38.653,2,19.3265,0
15580,41,M,60000,2,2,Bachelors,Professional,1,3216.5442,15,214.4362,1
15581,47,F,60000,2,2,Bachelors,Professional,1,125.904,1,125.904,0
15582,46,M,60000,2,2,Bachelors,Professional,1,3212.8521,14,229.4894,1
15583,46,F,70000,5,5,Bachelors,Professional,3,73.2175,5,14.6435,0
15584,48,F,70000,5,5,Bachelors,Professional,3,68.8085,10,6.8808,0
15585,42,M,70000,5,5,Bachelors,Professional,3,4825.5554,12,402.1296,1
15586,45,M,110000,1,0,Graduate Degree,Management,0,4938.6537,11,448.9685,1
15587,40,F,110000,1,0,Graduate Degree,Management,1,4887.8346,12,407.3195,1
15588,40,F,110000,1,0,Graduate Degree,Management,1,4957.1055,12,413.0921,1
15589,46,M,110000,1,0,Graduate Degree,Management,1,4880.0997,12,406.6749,1
15590,46,M,120000,1,0,Graduate Degree,Management,0,4906.2535,12,408.8544,1
15591,45,M,120000,1,0,Graduate Degree,Management,2,4802.7481,12,400.229,1
15592,37,F,70000,5,5,Bachelors,Professional,4,66.278,8,8.2847,0
15593,47,F,70000,5,5,Bachelors,Professional,4,128.4675,5,25.6935,0
15594,42,F,80000,5,5,Graduate Degree,Management,2,73.2175,2,36.6087,0
15595,49,M,90000,0,0,Bachelors,Professional,0,4827.8426,13,371.3725,1
15596,49,M,90000,2,0,Bachelors,Professional,0,4928.3425,12,410.6952,1
15597,49,M,90000,2,0,Bachelors,Professional,0,4852.5077,12,404.3756,1
15598,49,F,60000,3,3,Bachelors,Professional,1,185.563,3,61.8543,0
15599,50,M,60000,3,3,Bachelors,Professional,2,89.7705,9,9.9745,0
15600,46,M,70000,5,5,Bachelors,Professional,4,5072.3917,13,390.1839,1
15601,41,F,70000,5,5,Bachelors,Professional,4,4894.673,12,407.8894,1
15602,41,M,70000,0,0,Bachelors,Professional,1,70.687,7,10.0981,0
15603,45,M,60000,3,3,Bachelors,Professional,2,44.167,6,7.3611,0
15604,50,M,60000,4,4,Bachelors,Professional,2,73.759,4,18.4397,0
15605,50,M,60000,4,4,Bachelors,Professional,3,44.167,3,14.7223,0
15606,50,M,60000,4,4,Bachelors,Professional,3,128.103,7,18.3004,0
15607,45,M,70000,0,0,Bachelors,Professional,1,97.7485,3,32.5828,0
15608,36,F,30000,0,0,Partial College,Clerical,1,44.178,1,44.178,0
15609,35,M,20000,0,0,Partial High School,Manual,2,30.1445,1,30.1445,0
15610,34,F,30000,0,0,Partial College,Clerical,1,127.031,2,63.5155,0
15611,36,F,30000,0,0,High School,Manual,1,59.9464,1,59.9464,0
15612,37,M,30000,0,0,High School,Manual,1,88.367,2,44.1835,0
15613,36,F,30000,0,0,High School,Manual,1,30.1445,1,30.1445,0
15614,40,F,40000,1,1,Bachelors,Skilled Manual,0,6695.3943,27,247.9775,1
15615,36,F,30000,0,0,High School,Manual,1,77.6155,10,7.7615,0
15616,36,F,30000,0,0,High School,Manual,1,30.1445,1,30.1445,0
15617,36,F,30000,0,0,High School,Manual,1,66.2007,1,66.2007,0
15618,42,M,40000,1,1,Bachelors,Skilled Manual,1,27.614,1,27.614,0
15619,42,M,40000,1,1,Bachelors,Skilled Manual,1,6528.6164,27,241.8006,1
15620,42,F,50000,0,0,Graduate Degree,Skilled Manual,0,6585.4908,27,243.907,1
15621,41,F,50000,0,0,Graduate Degree,Skilled Manual,0,6605.4029,27,244.6445,1
15622,42,M,30000,0,0,High School,Manual,1,3345.1888,21,159.2947,1
15623,42,F,40000,1,1,Bachelors,Skilled Manual,1,8007.7916,14,571.9851,1
15624,37,M,40000,1,1,Bachelors,Skilled Manual,1,7723.489,14,551.6777,1
15625,42,M,40000,1,1,Partial College,Clerical,1,7922.1761,18,440.1208,1
15626,37,M,40000,1,1,Partial College,Clerical,1,7767.1255,18,431.5069,1
15627,42,M,40000,2,2,Partial College,Clerical,0,7672.659,19,403.8241,1
15628,98,F,40000,1,0,Bachelors,Skilled Manual,1,70.687,1,70.687,0
15629,43,F,10000,0,0,Partial High School,Manual,2,44.178,1,44.178,0
15630,44,F,20000,0,0,Partial High School,Manual,2,5675.6892,24,236.487,1
15631,43,M,20000,0,0,Partial High School,Manual,2,5660.2412,24,235.8433,1
15632,44,F,20000,0,0,Partial High School,Manual,2,5795.7917,24,241.4913,1
15633,43,F,20000,0,0,Partial High School,Manual,2,75.6815,1,75.6815,0
15634,38,M,30000,0,0,High School,Manual,1,68.4659,7,9.7808,0
15635,43,F,30000,0,0,High School,Manual,1,129.2299,7,18.4614,0
15636,45,M,40000,2,2,Partial College,Clerical,1,87.251,1,87.251,0
15637,43,M,40000,2,2,Partial College,Clerical,1,7734.528,15,515.6352,1
15638,73,F,30000,1,0,Bachelors,Clerical,0,5704.4192,24,237.6841,1
15639,35,F,10000,0,0,Partial College,Manual,1,38.2,2,19.1,0
15640,35,M,10000,0,0,Partial College,Manual,1,38.2,5,7.64,0
15641,37,M,10000,0,0,Partial College,Manual,1,106.909,1,106.909,0
15642,37,F,10000,0,0,High School,Manual,2,4168.5127,13,320.6548,1
15643,37,M,10000,0,0,High School,Manual,2,4207.1767,13,323.6289,1
15644,35,F,10000,1,1,High School,Manual,0,4203.0662,13,323.3127,1
15645,36,M,20000,0,0,Bachelors,Clerical,0,4182.5116,13,321.7316,1
15646,36,F,10000,1,1,High School,Manual,0,4203.5066,13,323.3466,1
15647,36,F,20000,0,0,Bachelors,Clerical,0,4159.2956,12,346.6079,1
15648,36,M,20000,0,0,Bachelors,Clerical,0,4207.1767,14,300.5126,1
15649,66,F,30000,1,0,Bachelors,Clerical,0,3368.3828,21,160.3991,1
15650,48,M,20000,1,1,Partial College,Manual,0,127.031,1,127.031,0
15651,48,F,20000,1,1,Partial College,Manual,0,3034.9406,16,189.6837,1
15652,54,F,30000,4,0,Graduate Degree,Clerical,0,5701.8887,24,237.5786,1
15653,43,M,30000,3,0,Graduate Degree,Clerical,0,5750.4867,25,230.0194,1
15654,55,M,10000,1,1,High School,Manual,1,27.614,1,27.614,0
15655,49,F,20000,1,1,Partial College,Manual,0,3042.9741,21,144.9035,1
15656,55,M,20000,1,1,Partial College,Manual,0,3306.5248,21,157.4535,1
15657,55,M,30000,3,0,Graduate Degree,Clerical,0,5802.7312,25,232.1092,1
15658,55,F,10000,1,1,High School,Manual,1,71.792,1,71.792,0
15659,56,F,20000,2,0,Partial College,Manual,1,3367.8303,21,160.3728,1
15660,55,F,20000,2,0,Partial College,Manual,1,5711.8227,25,228.4729,1
15661,55,M,30000,3,0,Graduate Degree,Clerical,0,5754.8847,25,230.1953,1
15662,55,F,30000,3,0,Bachelors,Clerical,0,5804.6426,25,232.1857,1
15663,55,F,30000,0,0,Bachelors,Clerical,0,3062.5546,16,191.4096,1
15664,50,F,30000,0,0,Bachelors,Clerical,0,3061.4276,22,139.1558,1
15665,55,F,30000,0,0,Bachelors,Clerical,0,3097.8925,15,206.5261,1
15666,39,F,10000,2,2,High School,Manual,0,3413.6767,16,213.3547,1
15667,44,M,30000,0,0,Bachelors,Clerical,0,3453.4787,23,150.1512,1
15668,39,M,40000,0,0,Graduate Degree,Clerical,0,6534.1304,25,261.3652,1
15669,39,F,40000,0,0,Graduate Degree,Clerical,0,6517.5774,25,260.703,1
15670,45,M,20000,0,0,Partial College,Manual,1,127.031,1,127.031,0
15671,46,M,20000,0,0,Partial College,Manual,1,34.8629,7,4.9804,0
15672,46,M,20000,0,0,Partial College,Manual,1,99.417,1,99.417,0
15673,40,M,20000,0,0,Partial College,Manual,1,71.792,1,71.792,0
15674,45,M,30000,0,0,Bachelors,Clerical,0,3373.9188,21,160.6628,1
15675,45,M,40000,0,0,Graduate Degree,Clerical,0,7963.0502,18,442.3916,1
15676,46,M,40000,0,0,Graduate Degree,Clerical,0,7983.2717,15,532.2181,1
15677,45,F,40000,0,0,Graduate Degree,Clerical,0,7956.9507,14,568.3536,1
15678,40,F,40000,0,0,Graduate Degree,Clerical,0,7981.7912,14,570.1279,1
15679,62,M,10000,3,0,Partial College,Manual,2,71.792,1,71.792,0
15680,64,F,10000,4,0,High School,Manual,2,5.514,1,5.514,0
15681,60,F,80000,4,2,Partial College,Professional,1,116.644,5,23.3288,0
15682,71,F,80000,5,0,Bachelors,Management,2,77.339,1,77.339,0
15683,71,F,90000,5,0,Partial College,Professional,2,99.428,1,99.428,0
15684,65,M,90000,5,0,Partial College,Professional,2,7694.1955,17,452.5997,1
15685,71,F,110000,3,4,Bachelors,Management,4,7943.1491,17,467.244,1
15686,71,M,130000,3,4,Bachelors,Management,4,80.201,10,8.0201,0
15687,70,M,70000,5,1,High School,Professional,2,7706.1294,16,481.633,1
15688,70,M,70000,5,1,High School,Professional,2,6874.7826,10,687.4782,1
15689,70,F,90000,5,0,Partial College,Professional,2,38.675,1,38.675,0
15690,69,M,160000,3,4,Bachelors,Management,4,84.61,4,21.1525,0
15691,61,M,90000,3,1,High School,Professional,2,9217.1258,21,438.9107,1
15692,61,M,90000,3,1,High School,Professional,2,9273.4918,21,441.5948,1
15693,60,F,90000,3,1,High School,Professional,2,7629.586,17,448.7991,1
15694,61,F,80000,4,2,Partial College,Professional,2,118.644,5,23.7288,0
15695,61,M,150000,3,5,Partial High School,Professional,2,9198.2856,22,418.1038,1
15696,62,M,100000,3,4,Bachelors,Management,3,219.884,1,219.884,0
15697,61,F,110000,2,5,Partial College,Professional,2,7706.8699,17,453.3452,1
15698,62,F,120000,3,5,Bachelors,Management,3,46.7195,1,46.7195,0
15699,61,M,170000,0,5,Bachelors,Management,3,7701.378,20,385.0689,1
15700,62,M,80000,4,1,Partial College,Professional,2,6903.5236,11,627.593,1
15701,62,F,130000,4,5,Partial College,Professional,3,87.1405,8,10.8925,0
15702,62,F,130000,4,5,High School,Professional,3,7643.8848,21,363.9945,1
15703,58,F,80000,5,2,High School,Professional,2,82.853,1,82.853,0
15704,64,M,90000,4,1,High School,Professional,3,38.675,1,38.675,0
15705,65,M,100000,3,4,Partial College,Management,4,77.339,1,77.339,0
15706,65,F,90000,4,1,High School,Management,3,38.675,1,38.675,0
15707,60,F,120000,4,5,Partial College,Management,3,38.675,1,38.675,0
15708,60,F,120000,4,5,High School,Management,3,82.853,1,82.853,0
15709,61,F,70000,5,1,Partial High School,Skilled Manual,3,104.953,1,104.953,0
15710,67,F,90000,4,1,High School,Management,3,6979.7356,11,634.5214,1
15711,67,M,110000,4,5,High School,Management,3,139.849,3,46.6163,0
15712,66,F,130000,4,5,High School,Management,4,56.985,4,14.2462,0
15713,67,F,130000,5,5,Partial High School,Professional,4,41.537,1,41.537,0
15714,67,F,80000,5,0,Partial High School,Skilled Manual,2,92.787,1,92.787,0
15715,40,F,60000,0,0,Bachelors,Professional,3,44.167,5,8.8334,0
15716,40,M,70000,0,0,Bachelors,Professional,2,4936.0996,12,411.3416,1
15717,39,F,70000,0,0,Bachelors,Professional,2,4874.5621,13,374.9663,1
15718,39,F,70000,0,0,Bachelors,Professional,3,70.687,4,17.6717,0
15719,38,F,80000,0,0,Bachelors,Professional,2,4894.673,12,407.8894,1
15720,40,F,70000,0,0,Bachelors,Professional,4,77.5933,10,7.7593,0
15721,35,F,80000,0,0,Bachelors,Professional,3,131.451,5,26.2902,0
15722,40,F,80000,0,0,Bachelors,Professional,3,4915.6681,13,378.1283,1
15723,35,F,90000,0,0,Bachelors,Professional,3,4910.6956,13,377.7458,1
15724,41,M,90000,0,0,Bachelors,Professional,3,4816.7706,13,370.5208,1
15725,41,M,90000,0,0,Bachelors,Professional,3,4880.0997,13,375.3922,1
15726,42,F,90000,0,0,Bachelors,Professional,3,4854.661,13,373.4354,1
15727,43,F,80000,0,0,Bachelors,Professional,3,148.5785,8,18.5723,0
15728,41,M,110000,0,5,Partial College,Management,3,70.687,9,7.8541,0
15729,37,F,90000,0,0,Bachelors,Professional,3,4855.0382,12,404.5865,1
15730,43,M,90000,0,0,Bachelors,Professional,3,135.871,3,45.2903,0
15731,44,M,80000,0,0,Bachelors,Professional,4,66.278,7,9.4682,0
15732,37,F,120000,0,5,Partial High School,Professional,4,4835.9217,12,402.9934,1
15733,43,F,120000,0,5,Partial High School,Professional,4,4910.1211,12,409.1767,1
15734,44,F,100000,0,5,Partial High School,Professional,4,4891.1827,12,407.5985,1
15735,45,F,100000,0,5,Partial High School,Professional,4,128.4565,4,32.1141,0
15736,74,F,110000,2,4,Graduate Degree,Management,2,85.0189,1,85.0189,0
15737,74,M,120000,2,4,Graduate Degree,Management,3,3444.5394,12,287.0449,1
15738,73,F,120000,2,4,Graduate Degree,Management,3,183.7395,1,183.7395,0
15739,72,M,70000,5,0,Bachelors,Management,2,3469.9985,13,266.9229,1
15740,73,M,80000,5,0,Bachelors,Management,2,44.178,1,44.178,0
15741,72,F,80000,5,0,Bachelors,Management,2,99.417,1,99.417,0
15742,72,F,90000,5,0,Bachelors,Management,2,44.178,1,44.178,0
15743,67,F,120000,2,4,Graduate Degree,Management,3,44.178,1,44.178,0
15744,73,F,120000,2,4,Graduate Degree,Management,3,14.2988,1,14.2988,0
15745,72,M,120000,2,4,Graduate Degree,Management,3,99.417,1,99.417,0
15746,71,F,120000,2,4,Bachelors,Management,3,5.514,1,5.514,0
15747,71,M,70000,4,0,Bachelors,Management,2,44.178,1,44.178,0
15748,71,M,70000,4,0,Bachelors,Management,2,328.0859,7,46.8694,0
15749,70,F,70000,4,0,Bachelors,Management,2,8.0445,1,8.0445,0
15750,36,F,70000,0,0,Partial College,Professional,2,3412.207,13,262.4774,1
15751,54,F,80000,2,0,High School,Skilled Manual,2,4913.2717,12,409.4393,1
15752,59,M,80000,2,0,High School,Skilled Manual,2,4871.6022,12,405.9668,1
15753,58,F,70000,2,0,High School,Skilled Manual,2,4860.9816,12,405.0818,1
15754,59,F,70000,2,0,High School,Skilled Manual,2,4880.0997,12,406.6749,1
15755,53,M,70000,2,0,High School,Skilled Manual,2,4866.5066,12,405.5422,1
15756,46,F,70000,2,0,High School,Professional,2,4907.7357,12,408.9779,1
15757,57,M,70000,2,0,High School,Professional,2,4824.8827,12,402.0735,1
15758,51,M,130000,0,1,Graduate Degree,Management,0,109.351,1,109.351,0
15759,41,F,80000,0,0,Bachelors,Management,1,99.417,1,99.417,0
15760,41,M,30000,0,0,High School,Professional,2,161.905,11,14.7186,0
15761,40,M,30000,0,0,High School,Professional,2,217.0225,4,54.2556,0
15762,41,M,30000,0,0,High School,Professional,2,623.7505,1,623.7505,1
15763,40,M,60000,0,0,Partial College,Professional,2,1533.685,7,219.0978,1
15764,56,M,120000,1,2,Bachelors,Management,2,4876.7956,12,406.3996,1
15765,55,M,130000,0,1,Graduate Degree,Management,3,4827.8426,12,402.3202,1
15766,55,F,160000,0,0,Graduate Degree,Management,1,68.8085,6,11.468,0
15767,50,M,160000,0,0,Graduate Degree,Management,3,4838.8926,12,403.241,1
15768,48,F,130000,0,1,Graduate Degree,Management,3,3453.0809,12,287.7567,1
15769,49,F,130000,0,1,Graduate Degree,Management,3,3491.7449,12,290.9787,1
15770,37,M,150000,0,0,Bachelors,Management,2,3513.8229,12,292.8185,1
15771,57,F,130000,1,1,Graduate Degree,Management,4,3508.3199,12,292.3599,1
15772,52,M,70000,2,0,Partial High School,Skilled Manual,2,44.178,1,44.178,0
15773,57,M,70000,2,0,Partial High School,Skilled Manual,2,71.2395,1,71.2395,0
15774,52,F,60000,2,0,High School,Professional,2,138.114,1,138.114,0
15775,41,F,60000,2,0,High School,Professional,2,16.8293,1,16.8293,0
15776,41,M,60000,2,0,High School,Professional,2,5.514,1,5.514,0
15777,52,F,60000,2,0,High School,Professional,2,44.178,1,44.178,0
15778,58,M,70000,2,1,Partial College,Professional,0,3511.646,12,292.6371,1
15779,47,M,70000,2,1,Partial College,Professional,0,99.9694,1,99.9694,0
15780,52,F,70000,3,2,Partial College,Professional,0,3585.6809,12,298.8067,1
15781,58,M,80000,2,1,Bachelors,Management,1,3546.9839,12,295.5819,1
15782,52,F,90000,2,0,Partial College,Professional,1,8.0445,1,8.0445,0
15783,47,M,90000,3,3,Bachelors,Professional,0,109.351,4,27.3377,0
15784,47,F,90000,4,4,Bachelors,Professional,0,4838.8926,12,403.241,1
15785,53,M,70000,1,0,Partial College,Skilled Manual,1,4922.0565,12,410.1713,1
15786,52,M,70000,1,0,Partial College,Skilled Manual,1,4824.5055,12,402.0421,1
15787,54,F,60000,1,0,Partial College,Skilled Manual,1,185.563,9,20.6181,0
15788,49,F,100000,0,0,Bachelors,Professional,1,4909.9346,12,409.1612,1
15789,48,F,110000,0,0,Graduate Degree,Management,2,4957.1055,12,413.0921,1
15790,55,M,60000,1,0,Partial College,Skilled Manual,1,2948.5596,3,982.8532,1
15791,54,F,60000,1,0,Partial College,Skilled Manual,1,46.6975,10,4.6697,0
15792,44,M,60000,1,0,Partial College,Skilled Manual,1,2923.1667,4,730.7916,1
15793,44,F,70000,0,0,Bachelors,Professional,1,4827.8426,12,402.3202,1
15794,39,F,80000,5,5,Bachelors,Professional,4,125.937,10,12.5937,0
15795,50,F,80000,5,5,Bachelors,Professional,4,146.3465,1,146.3465,0
15796,50,M,80000,5,5,Bachelors,Professional,4,66.278,2,33.139,0
15797,50,M,80000,5,5,Bachelors,Professional,4,4879.3261,13,375.3327,1
